Hello, World, Test
20.184105,0.00,0.00
71.778748,54.138585,168.96254
86.187004,44.84512,95.883888
48.692511,45.086377,99.715935
20.22585,0.00,0.00
71.785162,54.025761,168.996262
86.160397,44.843823,95.879936
48.660347,44.968602,99.654732
20.253555,0.00,0.00
71.788667,53.899121,169.030121
86.169861,44.832204,95.879539
48.64838,44.874448,99.621399
20.281429,0.00,0.00
71.773766,53.752911,169.066284
86.23266,44.782017,95.878365
48.65403,44.775967,99.576431
20.3093,0.00,0.00
71.741865,53.484044,169.109787
86.374567,44.660924,95.900642
48.684071,44.717343,99.54657
20.351222,0.00,0.00
71.716116,53.295811,169.138855
86.456678,44.575665,95.917145
48.707817,44.703831,99.516304
20.378805,0.00,0.00
71.692942,53.105252,169.154968
86.551022,44.458676,95.908218
48.734879,44.703824,99.457687
20.406383,0.00,0.00
71.658657,52.949025,169.184555
86.626289,44.325642,95.880905
48.780678,44.712704,99.365608
20.434129,0.00,0.00
71.633122,52.785252,169.206726
86.693596,44.173779,95.849411
48.823093,44.73486,99.257599
20.462972,0.00,0.00
71.594069,52.560231,169.24115
86.774322,43.911626,95.828323
48.896812,44.810536,99.150627
20.504299,0.00,0.00
71.574829,52.428464,169.248245
86.823868,43.720151,95.82003
48.953697,44.877034,99.096748
20.532194,0.00,0.00
71.553538,52.293912,169.245255
86.874817,43.52612,95.815872
49.001621,44.957181,99.047775
20.560149,0.00,0.00
71.541999,52.172589,169.243225
86.924503,43.340337,95.82193
49.036787,45.04881,99.003265
20.587813,0.00,0.00
71.535871,51.992779,169.230331
86.997959,43.06165,95.844063
49.106762,45.199864,98.952026
20.629656,0.00,0.00
71.524213,51.888554,169.23465
87.04109,42.881131,95.85865
49.149559,45.293629,98.930138
20.658012,0.00,0.00
71.511052,51.785519,169.239487
87.078163,42.717503,95.860939
49.178623,45.38374,98.91674
20.685573,0.00,0.00
71.492813,51.698231,169.25531
87.10854,42.583791,95.857079
49.191021,45.471852,98.892426
20.713862,0.00,0.00
71.4447,51.573849,169.284012
87.145588,42.464009,95.846672
49.167561,45.567647,98.858841
20.755015,0.00,0.00
71.405147,51.509282,169.307175
87.150095,42.456937,95.840828
49.12915,45.601918,98.829987
20.782958,0.00,0.00
71.366499,51.461446,169.325607
87.140392,42.468358,95.839813
49.110744,45.597089,98.827919
20.811057,0.00,0.00
71.320031,51.425809,169.33638
87.134169,42.489896,95.832901
49.080751,45.611081,98.815163
20.838861,0.00,0.00
71.23544,51.39005,169.329483
87.075375,42.643521,95.825706
48.990128,45.62019,98.78196
20.880515,0.00,0.00
71.183227,51.385861,169.328827
87.006401,42.8046,95.817696
48.931454,45.612424,98.760025
20.908382,0.00,0.00
71.128366,51.380055,169.312515
86.955902,42.923146,95.753311
48.869823,45.600896,98.747032
20.936098,0.00,0.00
71.064661,51.386159,169.310974
86.876652,43.047261,95.750618
48.810099,45.589619,98.738831
20.964083,0.00,0.00
70.968721,51.41145,169.31366
86.734604,43.203213,95.775902
48.724125,45.584874,98.731491
21.005809,0.00,0.00
70.902417,51.443974,169.324493
86.651562,43.269757,95.764725
48.68829,45.581799,98.722466
21.033303,0.00,0.00
70.840404,51.484997,169.33049
86.57522,43.312482,95.746201
48.628996,45.578122,98.709396
21.061529,0.00,0.00
70.779632,51.533215,169.332672
86.54134,43.307347,95.733887
48.564266,45.579518,98.689285
21.089335,0.00,0.00
70.701311,51.630353,169.335434
86.438988,43.333821,95.701546
48.468302,45.578152,98.660217
21.131135,0.00,0.00
70.651482,51.702222,169.327942
86.354635,43.3466,95.685486
48.41449,45.576848,98.647697
21.159017,0.00,0.00
70.606802,51.773183,169.315369
86.286781,43.33878,95.687019
48.363111,45.576779,98.640625
21.18674,0.00,0.00
70.558236,51.850438,169.303955
86.230728,43.320698,95.681213
48.292896,45.575169,98.639694
21.215239,0.00,0.00
70.499967,51.978863,169.285477
86.119221,43.314419,95.692192
48.185608,45.571973,98.62706
21.256526,0.00,0.00
70.459745,52.063351,169.27774
86.065983,43.339955,95.667145
48.122595,45.576474,98.616623
21.284296,0.00,0.00
70.424602,52.161465,169.279037
86.053822,43.392789,95.605759
48.064777,45.587315,98.612289
21.312334,0.00,0.00
70.395849,52.254361,169.268799
86.011383,43.398076,95.628151
48.016451,45.603818,98.639458
21.33995,0.00,0.00
70.356486,52.393674,169.253616
85.950016,43.427083,95.631584
47.955416,45.652058,98.662766
21.381872,0.00,0.00
70.334027,52.48679,169.237518
85.911488,43.463528,95.631927
47.928116,45.695698,98.670265
21.409771,0.00,0.00
70.312903,52.584874,169.217209
85.887526,43.507695,95.610405
47.903797,45.754445,98.676262
21.437535,0.00,0.00
70.29898,52.681126,169.198883
85.865019,43.566518,95.586929
47.878098,45.818204,98.677307
21.465471,0.00,0.00
70.280049,52.82343,169.182388
85.837482,43.647259,95.563644
47.842787,45.931439,98.678169
21.506994,0.00,0.00
70.259998,52.921727,169.18161
85.813686,43.691174,95.601181
47.824882,46.01888,98.685394
21.534948,0.00,0.00
70.245765,53.021825,169.181335
85.797451,43.745206,95.600998
47.808716,46.106274,98.68364
21.563306,0.00,0.00
70.228694,53.119946,169.184799
85.782551,43.81593,95.587402
47.788284,46.215619,98.681076
21.590771,0.00,0.00
70.211885,53.280072,169.187134
85.763096,43.937062,95.598854
47.749708,46.375218,98.671196
21.633046,0.00,0.00
70.199941,53.381276,169.169189
85.75103,44.020978,95.604813
47.723171,46.467625,98.662491
21.660473,0.00,0.00
70.193122,53.473408,169.140701
85.734295,44.117856,95.603989
47.705051,46.538007,98.667809
21.6886,0.00,0.00
70.187829,53.561711,169.089539
85.701012,44.234936,95.612083
47.686098,46.620251,98.682358
21.716374,0.00,0.00
70.179985,53.654675,169.041672
85.668537,44.35822,95.638947
47.669695,46.713406,98.70359
21.743999,0.00,0.00
70.176504,53.787839,168.95015
85.636589,44.521298,95.638672
47.66581,46.85275,98.752136
21.785722,0.00,0.00
70.185302,53.860265,168.867188
85.604761,44.587056,95.650192
47.659824,46.933018,98.784706
21.813726,0.00,0.00
70.199941,53.916966,168.762299
85.584137,44.65984,95.653816
47.64521,47.017544,98.814209
21.841351,0.00,0.00
70.224021,53.977162,168.657654
85.571884,44.729161,95.639252
47.624752,47.109074,98.831093
21.869443,0.00,0.00
70.280312,54.109143,168.598618
85.543631,44.835889,95.647209
47.60618,47.243237,98.85569
21.911351,0.00,0.00
70.328329,54.268445,168.682785
85.531805,44.894078,95.641945
47.604965,47.280408,98.8591
21.938994,0.00,0.00
70.368526,54.396435,168.797409
85.518454,44.945668,95.600906
47.60494,47.293736,98.854904
21.966757,0.00,0.00
70.385335,54.485326,168.898483
85.507725,44.968388,95.563797
47.605894,47.316586,98.843735
21.994922,0.00,0.00
70.393107,54.584302,168.992996
85.49814,44.983235,95.545357
47.604034,47.357892,98.850334
22.039132,0.00,0.00
70.394633,54.646077,169.031967
85.49671,45.000378,95.540497
47.612856,47.389081,98.868912
22.062928,0.00,0.00
70.400308,54.713002,169.067871
85.504028,45.023923,95.527046
47.628807,47.461667,98.906837
22.091074,0.00,0.00
70.40088,54.772115,169.079163
85.516355,45.047116,95.525421
47.644852,47.534184,98.935501
22.119832,0.00,0.00
70.403812,54.85484,169.090912
85.544941,45.084882,95.519897
47.660349,47.596326,98.937309
22.161619,0.00,0.00
70.407079,54.908726,169.072723
85.56485,45.110356,95.496849
47.676704,47.621518,98.938683
22.189564,0.00,0.00
70.407508,54.959004,169.044556
85.577175,45.141713,95.492767
47.697781,47.639111,98.942886
22.2172,0.00,0.00
70.412682,55.009282,169.014954
85.591505,45.208798,95.471138
47.714828,47.653638,98.938858
22.245277,0.00,0.00
70.434616,55.087201,168.975403
85.661289,45.372456,95.420914
47.765158,47.66219,98.895828
22.286812,0.00,0.00
70.475123,55.133206,168.94249
85.758398,45.469403,95.377289
47.805498,47.678052,98.836266
22.314671,0.00,0.00
70.512174,55.192044,168.916077
85.889744,45.568494,95.336891
47.835443,47.728139,98.791367
22.342445,0.00,0.00
70.544169,55.252156,168.894714
86.01837,45.69212,95.302925
47.892162,47.788541,98.757988
22.370338,0.00,0.00
70.530436,55.346204,168.846893
86.204361,45.883488,95.252678
48.010372,47.894551,98.757301
22.412499,0.00,0.00
70.441912,55.409177,168.784561
86.338161,46.007085,95.212082
48.102615,48.008153,98.805687
22.440008,0.00,0.00
70.332549,55.527783,168.695297
86.45327,46.119015,95.15432
48.190258,48.182622,98.894363
22.467989,0.00,0.00
70.231388,55.689526,168.594193
86.522387,46.197751,95.092224
48.273609,48.406079,98.999306
22.496143,0.00,0.00
70.110009,55.950009,168.358994
86.558315,46.236157,95.022003
48.403643,48.761861,99.152786
22.537777,0.00,0.00
70.077274,56.135739,168.163712
86.552402,46.262456,94.955177
48.496696,48.969846,99.233276
22.56551,0.00,0.00
70.064042,56.420987,168.02507
86.540958,46.323834,94.855896
48.558329,49.147191,99.274445
22.593128,0.00,0.00
70.054315,56.772259,167.952911
86.526367,46.445119,94.779251
48.562073,49.295102,99.306175
22.620791,0.00,0.00
70.054148,57.37251,167.905945
86.450289,46.721974,94.762512
48.482391,49.507313,99.343185
22.662981,0.00,0.00
70.034168,57.791417,167.873184
86.369894,46.957791,94.765251
48.413013,49.655949,99.36219
22.690587,0.00,0.00
70.009277,58.250653,167.845184
86.297295,47.251897,94.745087
48.332664,49.851086,99.385307
22.7183,0.00,0.00
69.957993,58.7515,167.798859
86.23793,47.533925,94.714912
48.239611,50.083264,99.412903
22.746468,0.00,0.00
69.862912,59.578694,167.703735
86.182735,47.95741,94.627602
48.1199,50.492444,99.455757
22.787567,0.00,0.00
69.777558,60.180104,167.631516
86.129353,48.271832,94.600082
48.106979,50.878453,99.533897
22.81591,0.00,0.00
69.680307,60.827031,167.548309
86.069939,48.580945,94.609222
48.08893,51.321164,99.618286
22.843588,0.00,0.00
69.567297,61.506543,167.448395
86.011169,48.891331,94.584747
48.02265,51.797185,99.66629
22.871162,0.00,0.00
69.366668,62.574925,167.292709
85.916733,49.374333,94.58596
47.914885,52.598828,99.650574
22.913405,0.00,0.00
69.215367,63.345425,167.188507
85.861299,49.704091,94.5672
47.826384,53.194653,99.561356
22.940892,0.00,0.00
69.046543,64.152684,167.072556
85.793423,50.042935,94.550041
47.749397,53.83495,99.450226
22.968974,0.00,0.00
68.867562,65.007191,166.955627
85.715721,50.393437,94.538124
47.653458,54.528912,99.283676
22.997013,0.00,0.00
68.588756,66.3466,166.781113
85.576866,50.969792,94.540924
47.408722,55.784978,98.988609
23.038606,0.00,0.00
68.391011,67.278508,166.673035
85.467934,51.371167,94.556496
47.228691,56.670964,98.835312
23.066269,0.00,0.00
68.186901,68.231679,166.560074
85.341713,51.804768,94.59301
47.066401,57.651746,98.714737
23.094063,0.00,0.00
67.974875,69.205754,166.471588
85.195755,52.257573,94.644127
46.862194,58.664693,98.629539
23.12205,0.00,0.00
67.633818,70.765424,166.443787
84.901306,52.981946,94.827995
46.498512,60.218335,98.649338
23.163599,0.00,0.00
67.395709,71.86636,166.437653
84.615826,53.551068,94.964058
46.295164,61.334233,98.735733
23.191389,0.00,0.00
67.14165,72.994176,166.449097
84.279869,54.178448,95.065277
46.137783,62.456219,98.797943
23.219356,0.00,0.00
66.874359,74.159398,166.491501
83.90324,54.876881,95.171104
45.982311,63.565411,98.813782
23.247413,0.00,0.00
66.594074,75.370969,166.528381
83.521936,55.593304,95.339584
45.784376,64.637166,98.860962
23.275124,0.00,0.00
66.177628,77.261388,166.554657
82.865522,56.775449,95.647415
45.444225,66.21983,98.936859
23.316207,0.00,0.00
65.901301,78.561352,166.535904
82.368563,57.62531,95.825928
45.256683,67.242734,98.974663
23.343661,0.00,0.00
65.621112,79.902402,166.487671
81.867335,58.48071,95.970795
45.094559,68.242062,98.97583
23.371118,0.00,0.00
65.220378,82.006566,166.310394
81.132172,59.740918,96.140785
44.839596,69.623891,98.909653
23.412953,0.00,0.00
64.973925,83.441937,166.115463
80.672405,60.56165,96.22644
44.662664,70.477025,98.805267
23.440431,0.00,0.00
64.734648,84.900044,165.896225
80.250094,61.379307,96.297966
44.479607,71.291577,98.682007
23.468199,0.00,0.00
64.504669,86.368596,165.628983
79.863618,62.193623,96.366364
44.295834,72.064175,98.548553
23.49634,0.00,0.00
47_velociacc.csv
